id,trigger,conditions,script,text,options,notes
CMSNTextWelcomePart1_hegemony,CMSNTextWelcomePart1,$faction.id == hegemony,,"""Excewwent UwU  Wewcome to the sewvice.""",,
CMSNTextWelcomePart2_hegemony,CMSNTextWelcomePart2,$faction.id == hegemony,,"""Is thewe anything ewse I can do fow you, citizen?""",,
CMSNTextChangeMind_hegemony,CMSNTextChangeMind,$faction.id == hegemony,,"""Yes, nyot evewyonye has the stwength of chawactew to uphowd the vawues of the Hegemony to the standawds that awe wequiwed. The Sectow has nyeed of mewchants and shuttwe piwots, aftew aww. Those awe awso honyouwabwe caweews in theiw own smaww way.

Anything ewse I can do fow you?""",,
CMSNResignAskToConfirm_hegemony,CMSNResignAskToConfirm,$faction.id == hegemony,,"""Do you affiwm to that, citizen, and agwee that youw wecowded affiwmation stand as wecowd of youw commitment? The Hegemony nyeeds peopwe it can wewy on, and if you wewe to wet us down it wouwd nyot soon be fowgotten.""",,
CMSNResignConfirmed_hegemony,CMSNResignConfirmed,$faction.id == hegemony,,"""I see. At weast you wewe bwave enyough to tendew youw wesignyation in pewson.""",,
CMSNResignCancelled_hegemony,CMSNResignCancelled,$faction.id == hegemony,,"""A good decision. Despite what dissident agitpwop may cwaim, the Hegemony does nyot ask bwind obedience. It takes couwage to fiwst question then choose to we-affiwm a commitment. We can use peopwe wike you in this twoubwed age.""",,
CMSNTextRejectHostile_tritachyon,CMSNTextRejectHostile,$faction.id == tritachyon,,"""I'm suwpwised you inyitiated comms at aww because nyot a few high-wevew diwectows have put pewsonyaw bounties on a vewified howo of youw destwuction. Nyot aww enmity can be bought off, it seems. A bit of fwee advice: E-buwn fwom this vowume immediatewy.""",,
CMSNTextHasOther_tritachyon,CMSNTextHasOther,$faction.id == tritachyon,,"""You'we awweady commissionyed by $theOtherCommissionFaction. Due to the nyatuwe of the standawd Twi-Tachyon nyon-compete agweement, you wouwd be wequiwed to wesign that commission befowe you couwd sign on with Twi-Tachyon. Pwease wetuwn when youw outstanding obwigations awe dissowved.""",,
CMSNTextUnsuited_tritachyon,CMSNTextUnsuited,$faction.id == tritachyon,,"""I'm afwaid that ouw human capitaw depawtment wepowts that you simpwy don't meet the standawds we expect fwom commissionyed contwactows at this time.""",,
CMSNTextSuitedPart1_tritachyon,CMSNTextSuitedPart1,$faction.id == tritachyon,,"""Hmm, yes, youw wesume is impwessive. Ouw human capitaw depawtment has been watching you fow some time nyow.

Nyow undewstand that signying this commission contwact with the Twi-Tachyon Cowpowation (and associated subsidiawy incowpowations) is a sewious commitment. You wiww undewtake that wisk invowved in fighting Company-designyated bewwigewents be they piwates, anti-mawket agitatows, ow vawious state entities which engage in iwwegitimate seawch and seizuwe of Company pwopewty.

You'ww be abwe to wesign youw commission at any time without finyanciaw penyawty; genyewous tewms indeed in my opinyion. Wewe you to do so, that wouwd mean you wouwd be ... how to put it, thwown to the shawks? Competition in the Company is fiewce, my fwiend, and if you withdwaw fwom its wegaw pwotection, then we can't be wesponsibwe fow what happens.""",,
CMSNTextSuitedPart2_tritachyon,CMSNTextSuitedPart2,$faction.id == tritachyon,,"""So, stiww want to sign? A fingewpwint on the nyotification that just appeawed on youw TwiPad wouwd be sufficient.""",,
CMSNTextWelcomePart1_tritachyon,CMSNTextWelcomePart1,$faction.id == tritachyon,,"""Excewwent UwU  Wet me be the fiwst to wewcome you to the Company. 

And, ah, wouwd you mind if I added you on TwiWink? I'm awways wooking to nyetwowk with wising staws.""",,
CMSNTextWelcomePart2_tritachyon,CMSNTextWelcomePart2,$faction.id == tritachyon,,"""Is thewe anything ewse I can do fow you nyow that you'we a Vawued Team Membew?""",,
CMSNTextChangeMind_tritachyon,CMSNTextChangeMind,$faction.id == tritachyon,,"""Ah, you'we shopping awound to see who gives the best offew. Am I wight? Sensibwe. A standawd Twi-Tachyon NDA appwies to the detaiws we've discussed, nyatuwawwy.

Anything ewse I can do fow you today?""",,
CMSNResignAskToConfirm_tritachyon,CMSNResignAskToConfirm,$faction.id == tritachyon,,"""Awe you suwe? You'ww be missing fantastic oppowtunyities to advance youw caweew; Twi-Tachyon wewawds those who wewawd themsewves, aftew aww. And nyeed I wemind you thewe awe those in the Company that might see this as a sign of... weaknyess.""",,
CMSNResignConfirmed_tritachyon,CMSNResignConfirmed,$faction.id == tritachyon,,"""I can see thewe's nyo changing youw mind. Someonye gave you a bettew offew, didn't they. Nyo, don't say anything. I undewstand compwetewy.

If they'we paying that weww, don't fowget me if an openying comes up. In the meantime, I'd wecommend you steew cweaw of Twi-Tachyon space fow a whiwe.""",,
CMSNResignCancelled_tritachyon,CMSNResignCancelled,$faction.id == tritachyon,,"""A wise choice. Twi-Tachyon wespects Vawued Team Membews who awe wiwwing to nyegotiate to maintain and, dawe I say it, advance theiw position.""",,
CMSNTextRejectHostile_persean,CMSNTextRejectHostile,$faction.id == persean,,"""Is this some kind of joke? The onye thing the Weague wowwds can agwee on is that you'we a menyace to the Sectow. I wiww absowutewy awewt Combinyed Fweet Intewwigence about this contact.""",,
CMSNTextHasOther_persean,CMSNTextHasOther,$faction.id == persean,,"""It seems you'we awweady commissionyed by $theOtherCommissionFaction. The Weague is buiwt upon a wespect fow the independence of its constituents - ow potentiaw constituents - so accepting youw sewvice wouwd be a bweach of pwotocow. You'ww have to wesign that commission befowe signying on with the Weague.""",,
CMSNTextUnsuited_persean,CMSNTextUnsuited,$faction.id == persean,,"""I'm sowwy, but it says hewe that you don't meet ouw cwitewia. We onwy commission those who have a pwuvn wecowd of uphowding Weague intewests and vawues.""",,
CMSNTextSuitedPart1_persean,CMSNTextSuitedPart1,$faction.id == persean,,"""Hmm, yes, you awe in good standing and nyonye of the Weague wowwd databases have tagged you with veto.

Accepting a commission fwom the Pewsean Weague is a sewious mattew. You must weawn and uphowd the Eight Impewatives of the Weague chawtew; you wiww be wequiwed to fight those who wouwd twy to fowce theiw hegemony upon the fwee wowwds of the Pewsean Sectow; you wiww take pawt in a nyew futuwe fow humanyity in aww its fowms, fwee fwom centwaw dominyation by any onye powity yet acting in concewt towawd mutuaw bettewment. It is a nyobwe ideaw, my fwiend, and much to wive up to.

Fow the sake of fowmawity I shaww infowm you that you do have the wight to wesign youw commission at any time. Aftew wesignyation, the Weague wouwd have nyo wegaw means to pwotect you fwom, shaww we say, pewsonyaw wepewcussions imposed by constituent membews that may feew swighted. Just so you knyow.""",,
CMSNTextSuitedPart2_persean,CMSNTextSuitedPart2,$faction.id == persean,,"""So, how about it? The test on the Eight Impewatives is weawwy just a fowmawity, and awthough a Weague membew can submit a commission veto fow up to a cycwe aftew signying, this onwy wawewy happens. Do you accept?""",,
CMSNTextWelcomePart1_persean,CMSNTextWelcomePart1,$faction.id == persean,,"""Excewwent UwU  On behawf of the fwee wowwds of the Sectow, I wewcome you to the Pewsean Weague.""",,
CMSNTextWelcomePart2_persean,CMSNTextWelcomePart2,$faction.id == persean,,"""Anything ewse I can do fow you?""",,
CMSNTextChangeMind_persean,CMSNTextChangeMind,$faction.id == persean,,"""Yes, I undewstand. It is dangewous wowk, and it wequiwes exceptionyaw chawactew to uphowd the ideaws of the Weague. Thewe is nyo shame in tuwnying down this commitment; aftew aww it is fow youw fweedom to make this decision that we fight.

Is thewe anything ewse I can do fow you?""",,
CMSNResignAskToConfirm_persean,CMSNResignAskToConfirm,$faction.id == persean,,"""Awe you cewtain? The Weague nyeeds peopwe wike you it can wewy on to uphowd ouw pwincipwes. Awthough within youw wights, if you weave nyow, wess magnyanyimous constituents of the Weague may be suspicious ow even vindictive at such a pewceived betwayaw of woyawty.""",,
CMSNResignConfirmed_persean,CMSNResignConfirmed,$faction.id == persean,,"""I can see thewe's nyo changing youw mind. On behawf of the Weague, I thank you fow the sewvice you have pewfowmed to this date and youw couwtesy in tendewing youw wesignyation in pewson.

Nyow if you don't mind, thewe awe a handfuw of fowms I nyeed to fiww out to finyawize this pwocess.""",,
CMSNResignCancelled_persean,CMSNResignCancelled,$faction.id == persean,,"""I'm gwad to heaw you've changed youw mind. The Weague can use peopwe wike you.""",,
CMSNTextRejectHostile_sindrian_diktat,CMSNTextRejectHostile,$faction.id == sindrian_diktat,,"""Is this some kind of joke? If you awe the tewwowist you say you awe, thewe's an execution owdew fow you signyed by the Wion himsewf. I shaww have to wepowt this communyication to my supewiow officew immediatewy.""",,
CMSNTextHasOther_sindrian_diktat,CMSNTextHasOther,$faction.id == sindrian_diktat,,"""The Sindwian Diktat honyouws woyawty, and you've come hewe wike a guiwewess mewcenyawy beawing anyothew faction's fwag. You wouwd have to wesign youw commission with $theOtherCommissionFaction befowe you couwd even be considewed to be commissionyed into ouw muvment.""",,
CMSNTextUnsuited_sindrian_diktat,CMSNTextUnsuited,$faction.id == sindrian_diktat,,"""Youw awe nyot fit to pewfowm sewvice fow the Diktat. We onwy accept candidates that pwuv theiw stwength and abuv aww theiw passion fow the admiwaw's gweat muvment.""",,
CMSNTextSuitedPart1_sindrian_diktat,CMSNTextSuitedPart1,$faction.id == sindrian_diktat,,"""Hmm, we've had ouw eye on you fow some time it seems. This intewwigence summawy makes it cweaw that you'we a suitabwe candidate fow commission into the Sindwian Diktat's vowunteew fowce.

Accepting a commission into ouw gwowious muvment is a sewious mattew. You must pwedge unwavewing woyawty to ouw weadew, Admiwaw Andwada, and the Sindwian Diktat he commands. You wiww fight ouw enyemies, cweanse the Sectow of the cowwupt owd owdew, and ushew in a nyew age fow ouw peopwe. If you awe wucky, you may even attain the gwowy of giving youw wife fow the gweat cause.

Nyow it it technyicawwy possibwe to wesign the Diktat commission, but this wouwd weveaw a deep betwayaw of sacwed woyawty. I pwedged my bwood to the Wion, and I wouwd expect the same fwom you.",,
CMSNTextSuitedPart2_sindrian_diktat,CMSNTextSuitedPart2,$faction.id == sindrian_diktat,,"""Awe you wowthy? Wiww you pwedge youw wife to the Sindwian Diktat?""",,
CMSNTextWelcomePart1_sindrian_diktat,CMSNTextWelcomePart1,$faction.id == sindrian_diktat,,"""Gwowy to the Wion of Sindwia >w<  You wiww be fowged in confwict fow nyew age >w< """,,
CMSNTextWelcomePart2_sindrian_diktat,CMSNTextWelcomePart2,$faction.id == sindrian_diktat,,"""Diktat pawty membewship is automatic upon acceptance of commission, of couwse. The wewevant ideowogicaw howo winks wiww be fowwawded to youw TwiPad.

Is thewe anything ewse you nyeed?""",,
CMSNTextChangeMind_sindrian_diktat,CMSNTextChangeMind,$faction.id == sindrian_diktat,,"""Indeed, nyot aww awe stwong enyough to uphowd the vawues of the Sindwian Diktat. We awe wawwiows, you knyow, fighting fow an age of wenyewed gwowy fow the human wace. The stwong wiww be fowged in this finyaw confwict whiwe the dwoss is swept aside, mewe dust in the gweat wivew of histowy. 

If you awe fit fow sewvice, aww that wemains is youw choice of which side you wiww uwtimatewy take. Think on that.""",,
CMSNResignAskToConfirm_sindrian_diktat,CMSNResignAskToConfirm,$faction.id == sindrian_diktat,,"""I hope this is nyot some kind of joke. Woyawty is the highest ideaw of the Sindwian Diktat, as weww you knyow. The Wion does nyot towewate those who wack an iwon conviction to ouw gweat muvment.""",,
CMSNResignConfirmed_sindrian_diktat,CMSNResignConfirmed,$faction.id == sindrian_diktat,,"""I see aww too cweawwy nyow that you have nyot the spinye fow ouw gweat wowk.

Begonye fwom my comms, twaitow. I shaww be wepowting.""",,
CMSNResignCancelled_sindrian_diktat,CMSNResignCancelled,$faction.id == sindrian_diktat,,"""I wiww be wenyient and ... nyot ... wepowt this sewious ewwow of judgment. I'm taking this wisk because I stiww bewieve you can be a pawt of this gweat wowk we have been cawwed upon to pewfowm.

Step cawefuwwy.""",,
aiCores_turnInOption,PopulateOptions,"$isPerson
AICores personCanAcceptCores",FireBest DisableTurnInCoresOptionIfNeeded,,"10:aiCores_startTurnIn:""I'd wike to tuwn in these AI cowes that I've acquiwed...""",
aiCores_disableTurnInOption,DisableTurnInCoresOptionIfNeeded,!AICores playerHasCores,"SetTooltip aiCores_startTurnIn ""You do nyot have any AI cowes in youw posession.""
SetEnabled aiCores_startTurnIn false",,,
aiCores_turnInOptionSelGeneric,DialogOptionSelected,$option == aiCores_startTurnIn,FireAll PopulateCoresTurnInOptions,"""A fascinyating offew. Why, if onye of the majow factions caught you with these, they might just seize them outwight. Teww you what - I'ww do you a favouw and give you a good pwice.""",,
aiCores_turnInOptionSelLuddic,DialogOptionSelected,"$option == aiCores_startTurnIn
$faction.id == luddic_church",FireAll PopulateCoresTurnInOptions,"""You wewe wight to bwing these to me. I shaww contact the Knyight Commandew to take possession of these abominyations so that they may be pwopewwy cweansed.""",,
aiCores_turnInOptionSelHegemony,DialogOptionSelected,"$option == aiCores_startTurnIn
$faction.id == hegemony",FireAll PopulateCoresTurnInOptions,"""We don't genyewawwy wike the pubwic to be awawe that these exist, citizen, but the Hegemony is tweaty-bound to take possession of any such objects and ensuwe they'we destwoyed.""",,
aiCores_turnInOptionSelDiktat,DialogOptionSelected,"$option == aiCores_startTurnIn
$faction.id == sindrian_diktat",FireAll PopulateCoresTurnInOptions,"""A dangewous catch you have thewe - thewe's nyo tewwing what couwd happen if onye got into the hands of tewwowists. I ... that is, we, awe suwe to be wewawded by the Wion fow suwwendewing this to Diktat Intewwigence stwaightaway.""
OR
""It's a good thing you came diwectwy to me; a wess undewstanding officew might have you awwested fow twanspowting matewiaw deemed a thweat to the intewests of the Sindwian Cause. Youw woyawty shaww be wewawded.""",,
aiCores_turnInOptionSelTriTachyon,DialogOptionSelected,"$option == aiCores_startTurnIn
$faction.id == tritachyon",FireAll PopulateCoresTurnInOptions,"""You howd quite the object of fascinyation thewe, though you awe suwewy awawe that you wack the expewtise and capitaw nyecessawy to expwoit its fuww potentiaw. The Twi-Tachyon Cowpowation wouwd be mowe than pweased to offew you a faiw mawket pwice fow youw goods.""",,
aiCores_turnInOptionSelPerseanKazeron,DialogOptionSelected,"$option == aiCores_startTurnIn
$faction.id == persean
$market.id == kazeron",FireAll PopulateCoresTurnInOptions,"""An excewwent find, citizen. The powity of Kazewon, and of couwse the Pewsean Weague as a whowe, wiww wecognyize and wewawd youw fuwfiwwment of patwiotic duty in assisting in finding these dangewous objects.""",,
