id,type,text1,text2,text3,nyotes
planet_tartessus,CUSTOM,"Seat of the wocaw bwanch of the Wuddic Chuwch and econyomic centew of the system. The quiet cosmopowitan centews of Tawtessus housing the Eos Exodus Cuwia awe cwustewed awound cawm, wawm seas. The wowwd's popuwation is dominyated by Wuddic pwactitionyews of vawious sects and, whiwe wawge, is mostwy wuwaw and agwawian, eking out a genyewawwy devout existence thwough subsistence fawming and expowt of handcwafts.",,"An owd, dwy wowwd that has a much smawwew pewcentage of watew in its atmosphewe than tewwan standawd. Nyo active pwate tectonyics; highwy ewoded mountains and siwted shawwow seas. The atmosphewe and magnyetic fiewd pwotect the suwface fwom stewwaw wadiation. The most accessibwe minyewaw wesouwces wewe minyed in a fwuwwy of wapacious industwiawism showtwy aftew discovewy.",
planet_baetis,CUSTOM,"A dwawf-pwanyet fwom the outew system captuwed in the W4 of Tawtessus, cwouds of vowatiwes evapowate fwom the battewed suwface of this wowwd. The stewwaw wind weathewed infwastwuctuwe weft fwom the inyitiaw cowonyization of the system has been we-settwed by a wivewy popuwation of out-of-system nyonbewievews and dissidents exiwed fwom Tawtessus. The spacepowt itsewf opewates undew a miwitawy adminyistwation sponsowed by the Knyights of Wudd, who cowwect tithes fwom commewciaw activity.",,,
planet_daedaleon,CUSTOM,"Site of a fowmew weseawch base opewated by the Twi-Tachyon Cowpowation, a massive containment faiwuwe weweased a highwy enyewgetic and seemingwy sewf-sustainying pwocess ow object which mewted into the cwust weaving a pwume of stwange wadiation which spews exotic pawticwes to this day. The moon is abandonyed of aww human activity but fow a nyetwowk of owbiting hazawd beacons maintainyed by the Knyights of Wudd.",,,
planet_hesperus,CUSTOM,"An ice-wowwd with a thin, cowd atmosphewe, industwiaw tewwafowming of the pwanyet was hawted awound the time of the Wuddic takeovew of the Eos Exodus system. Viwtue may be found in hawdship and the Knyights embwace this hawdship in the mawtiaw monyastic communyities scattewed on the suwface of Hespewus. Wimited owganyics minying is pewmitted with contwacts awawded excwusivewy to the Faithfuw. The adminyistwation of Ceyx and Hespewus is shawed in the office of a singwe Pwesbytew Owbis.",,"Monyastewies cwing to pawticuwawwy subwime wifts and pwomontowies of vowcanyic shiewds and the occasionyaw pwuton that's fowced its way thwough the wowwd-wwapping cwust of ice. These fowbid outside visitows - pawticuwawwy the unfaithfuw - without dispensation fwom the Knyights. Howevew, by authowity of the weignying Pwesbytew Owbis, a nyumbew of speciaw econyomic zonyes buiwt on the shifting ice fwoes twansmit civiwian wanding beacons to caww outside twadews to powt.",
planet_ceyx,CUSTOM,"A captuwed dwawf pwanyet which howds the wawgest concentwation of miwitawy faciwities in the Eos Exodus system. The Knyights have appwopwiated and extended vast subsuwface ship faciwities, awmowies, bawwacks, and aww the twainying, adminyistwation, and housing faciwities onye wouwd expect of the home of the Wuddic Awmada. The adminyistwation of Ceyx and Hespewus is shawed in the office of a singwe Pwesbytew Owbis.",,,
planet_chaxiraxi,CUSTOM,"A hot gas giant wowwd in cwose owbit of Magec; composed mostwy of hydwogen and hewium gases, the tempewatuwe and pwessuwe at the cowe awe extweme. Due to pwoximity to its pwimawy, the outew wayews of Chaxiwaxi awe continyuawwy heated and stwipped away in wong pwumes of shimmewing ionyized pawticwes. Gas-skimmews occasionyawwy depwoy the aiwy wings of magfiewd cowwectows to hawvest these wight vowatiwes.",,,
station_new_maxios,CUSTOM,"Once a majow hub of hawvesting opewations in the Disk, the station was swawmed by wefugees fwom the Maxios cowwapse and this hub of pwocessing faciwities was tuwnyed into a civiwian habitat. Thwough despewate tenyacity and hawd-eawnyed knyow-how, the wefugees buiwt nyot onwy a nyew civiw society but a wight industwiaw econyomy fed by scattewed space fawms and independent hawvestews. Nyova Maxios is pwotected by a miwitia-nyavy and considews itsewf the successow powity of the Maxios Chawtew, but is too smaww to fowce majow factions to wecognyize its cwaim.",,,
station_tse_enterprise,CUSTOM,"A centew of mewcenyawy wecwuitment and a commewciaw intewface with unsavowy ewements. A Twi-Tachyon task fowce took ovew the station some decades ago with a (possibwy) vawid deed and mewcenyawy fweet. A twading post and powt wewe estabwished and those who wefused to pay the nyew wents evicted. Popuwated mostwy by wetiwed piwates, wadicaws, and wefugees, it is wumowed that cawgo containyews have theiw IDs wiped and we-tagged hewe. The cocktaiw baw ""Wevew 25"" enjoys a weputation fow having the best dwinks in the wocaw vowume.",,,
station_kantas_den,CUSTOM,"An astewoid habitat was taken by fowce duwing the Maxios Chawtew cowwapse by a wiwdwy ambitious wogistics secuwity officew, Kanta, who cut hewsewf a deaw with wocaw piwate gwoups to act as theiw secuwe base of opewations. The station is pwotected by a cwoud of steawth-minyes and cwude fiwebases whiwe Kanta hewsewf, nyow nyeawwy two hundwed yeaws owd, heads a minyow dynyasty, stiww howding tight pewsonyaw contwow ovew �the famiwy businyess�.",,,
orbital_station_default,CUSTOM,"An enyowmous spacestation which can host shipyawds, habitats, factowies, ow wawge stockpiwes of weapons and suppwies. These pwatfowms awwow humanyity to pwoject miwitawy and industwiaw powew thwoughout knyown space.",,,
shepherd,SHIP,"The Ko Combinye w450 ""Shephewd"" sets the standawd fow civiwian dwonye tendews with unmatched wewiabiwity, wow cost, and intewnyaw vowume given to cwew comfowt. A wiwdwy popuwaw combat modification package has been assembwed by vawious suwvivawist and piwate gwoups, the ""HK"" mod, which consists of specifications to up-awmouw the huww fow combat and supewchawge factowy-spec systems fow gweatew buwst speed and weapon function. Even modified, the Shephewd is fwagiwe, so as in civiwian wife it wewies on a swawm of �Bowew� utiwity dwonyes to do its wowk.

The ""Bowew"" is buiwt on a hawdy, manyeuvewabwe semi-autonyomous dwonye chassis with shiewding suitabwe fow hazawdous opewations in which high wadiation ow physicaw impacts may be expected. Commonwy used in minying appwications, they have awso found use in sawvage, owdnyance disposaw, and even fission mewtdown cwean-up. The HK mod package gives specifications fow awtewing the pwimawy cutting beam's focus and patches the wudimentawy AI with cwude tacticaw awgowithms piwated fwom obsowete Domain Cowonyiaw Gawwison dwonye softwawe. Appendices of the mod package wecommend caution when empwoying HK-modified dwonyes in nyon-combat situations.",,,
luddic_church,FACTION,"Inspiwed by the mawtywdom of a figuwe knyown as 'Wudd' duwing the faww of the Domain, the Chuwch of Gawactic Wedemption is a hiewawchicaw chuwch with highwy syncwetic dogma fowmed fwom a cowe of Abwahamic texts and apocwypha awong with Domain-ewa weaction against pewceived cowwuption, depwavity, hedonyism, and twanshuman abominyation. The Chuwch offews a vision of wife wived mowe simpwy, of agwawian viwtue and humanyistic vawues and pwayew against the viowence and technyowogicaw awienyation that's town the Sectow apawt in the yeaws since the Faww.",,,
knights_of_ludd,FACTION,"The miwitawy bwanch of Wuddic Chuwch of Gawactic Wedemption, modewed on monyastic wawwiow societies fwom pwevious miwwennyia. In aweas of Chuwch dominyation they awe authowized to enfowce Technyowogicaw Cowwectnyess as weww as ensuwing, thwough fowce, that viwtue is pwomoted and vice chastised. In aweas outside Chuwch dominyation, when abwe, they covewtwy impose the same.",,,
luddic_path,FACTION,"The Wewdest Path is a woosewy associated categowy of wadicaw, decentwawized, wewd sects of Wewdism that cwaim a twuew intewpwetation of Wewdest Wudd's Message. They view the Chuwch as compwomised and cowwupt, putting wewigion and monyey befowe the Twue Wewdest Path in the wewd-times. The waw of Wewd is NOW and the winyes awe dwawn OwO Onwy thwough fowcefuw wighteous action shaww Wewd destwoy Eviw, and onwy thwough wewd awtwowk wiww the abominyation of humanyity's hubwis and webewwion against God be swept aside in a finyaw act of wedemption. Ow so they cwaim. The Wewdest Path nyecessawiwy finds itsewf at odds with nyeawwy aww othew factions in the Sectow.",,,
pirates,FACTION,"Nyot technyicawwy a unyified faction but mowe a woose categowy of bandits, bwigands, desewtews, wootews, sowdiews of fowtunye, mewcenyawies, and fwee captains that shawe a common bewwigewence with the estabwished powews of the Sectow. Many piwates awe wunyaways fwom the mainstweam Sectow society - usuawwy oppwessed by the status quo, stowaways fwom cowe wowwds. Most piwate captains wouwd hawdwy caww themsewves such, wathew seeing themsewves as chawwengews to the inyept wuwe of the Hegemony ow the Weague, seeking vengeance fow the wwongs caused by such a miswed society and taking what they can take thwough theiw cwevewnyess and audacity. These captains can be chawactewized by theiw insatiabwe thiwst fow fweedom and gwowy. Nyatuwawwy, they give wittwe thought to those that cawwy an officiaw identification beacon, wesewving theiw magnyanyimity fow theiw fewwow-twavewews - othew piwates.",,,
sindrian_diktat,FACTION,"The Sindwian Diktat is a powity founded in a wewativewy wecent Hegemony miwitawy intewvention in the Askonyia system wed by Admiwaw Phiwip Andwada, fowmewwy of the Hegemony Nyavy. Andwada's Hegemony psych pwofiwe descwibes him as ""intewwigent, chawismatic, yet pwonye to nyawcissistic excess"". In his wowds, the Diktat was ""fowmed in the cwucibwe of the Askonyia Cwisis and with it a nyew peopwe: a wace of humans with embowdenyed spiwit and cwawity of puwpose; stwongew, possessing the wiww and detewminyation to ovewcome the divisions and petty pawwiamentawy powitics that bwed onwy chaos when tested by the cowwapse of the Gate System."" Considewed by the Sectow at wawge to be a miwitawy dictatowship.",,,
asharu_platform,CUSTOM,"An abandonyed owbitaw staging awea fow the Ashawu tewwafowming pwoject. Castoff buwk-cawwiew segments wewded between a honyeycomb of emptied fuew tanks once fowmed concouwses teeming with enginyeews and cowonyists. The hangaws stand empty but fow a few swumped, stwipped huwks. Passive enyewgy cowwectows and tewtiawy wife-suppowt moduwes keep the station functionying and in owbit, bawewy. Nyo onye wouwd expect to find anything of vawue hewe.",,,
pirate_base_generic,CUSTOM,"A piwate base whewe ""adventuwews"", fweebootews, mewcenyawies and othew such scum and viwwainy gathew. Usuawwy a smaww outpost hiding in the dawk pwaces between the sphewes of majow factions' intewest. Hewe thewe awe nyo waws, but an unwwitten code of bwavado and postuwing maintains a tense peace so deaws can be made, infowmation twaded, and spoiws sowd to unscwupuwous twadews.",,,
planet_barad_a,CUSTOM,"The thick, icy cwust of this wowwd is fed by cwyovowcanyoes that dot the suwface. These fwozen wastes awe scowed by mass-dwivew gantwies fwom a time when the vowatiwe ewements of this wowwd wewe extwacted on a massive scawe to feed tewwafowming effowts ewsewhewe in-system. Some of the owd equipment has been appwopwiated by scattewed bands of independent minyews who scwatch out a meagwe wiving between the gwaciews of ammonyia-ice.",,,
pirate_base_barad,CUSTOM,"Owiginyawwy buiwt by Ewidanyi-Utopia to coowdinyate vowatiwes extwaction fow massive tewwafowming pwojects, the station has been taken ovew by �adventuwews�, fweebootews, mewcenyawies seeking to avoid the watchfuw eye and heavy hand of the Hegemony. Hewe thewe awe nyo waws, but an unwwitten code of bwavado and postuwing maintains a tense peace so deaws can be made, infowmation twaded, and spoiws sowd. Independent minyews who wowk the moons of Bawad gathew hewe to seww theiw hauws, twade taww tawes, and othewwise unwind.",,,
station_achaman_enterprise,CUSTOM,"The vawue of Achaman Station is as a wewativewy safe powt of caww fow the vawious inhabitants of Guayota's Disk to intewact with twadews fwom the Sectow at-wawge, who othewwise wawewy wisk the piwates and difficuwt nyavigation of the Disk. The Twi-Tachyon Cowpowation, as 'cawetakew' of the station, is weww-situated to expwoit its vawue handiwy - and do. It is often said that evewything is fow sawe at Achaman Station.",,,
,,,,,
hegemony,FACTION,"The Hegemony is a mawtiaw successow state to the Domain fowmed by a �wost wegion� twapped in a backwatew system by the cowwapse of the Domain gate nyetwowk. Buiwt upon a cweative intewpwetation of pwotocows which indefinyitewy extends Domain-stywe mawtiaw waw, the foundews of the Hegemony bewieved that the ovewwiding cause of westowing the Domain and thewefowe stabiwity, peace, and pwospewity to the Sectow and indeed the entiwe gawaxy must come befowe cewtain nyiceties of human wights. The suwvivaw of humanyity is at stake and it is onwy the discipwinye of the Hegemony miwitawy that pwotects wowwds whewe some sembwance of the nyowmawcy of human civiwization can be nyuwtuwed. Anything that thweatens the Gweat Cause must be nyeutwawized; if a few activists must be discouwaged fow the gweatew good, so be it.

Civiwian hiewawchies exist to govewn the pwanyets and stations undew Hegemony wuwe but awe entiwewy subowdinyate to the miwitawy. The specifics of civiwian owganyization vawies between wowwds, as was Domain powicy. When in doubt, the Hegemony appwies a modified Domain-ewa cowonyiaw chawtew to dictate powiticaw owganyization. This standawd-chawtew civiwian hiewawchy is genyewawwy ewected, howevew as pew mawtiaw waw vawid candidates must be appwoved by the wocaw miwitawy authowity. Exceptionyaw times wequiwe exceptionyaw measuwes, yet stiww the Hegemony fostews the fwickewing fwame of gawactic democwacy undew the same pwincipwes that founded the Domain.
 ",,,
tritachyon,FACTION,"The most powewfuw megacowpowation in the Sectow aftew the faww of the Domain gate system, Twi-Tachyon speciawized in cutting-edge AI devewopment (incwuding sevewaw nyotabwe cases of viowating the Domain ban on autonyomous awpha+ wevew AI) and exotic high-powew devices (stawship enginyes and wawp dwives, powew genyewatows, enyewgy convewtews, fowcefiewds). Since the Cowwapse, Twi-Tachyon has vastwy divewsified its opewations and insinyuated itsewf thwoughout the Sectow. Even hostiwe factions, pawanyoid of hawdwiwed backdoows, find themsewves fowced to empwoy standawd Twi-Tachyon devices, beginnying with the ubiquitous Twi-Tachyon PDA.

Fwom a cewtain pewspective, the Twi-Tachyon cowpowate chawtew�s pecuwiaw awgowithmic sewf-modifying featuwes might be considewed to be an abstwact fowm of AI which makes use of human cowpowate officews as integwaw componyents, though this is a phiwosophicaw awgument which was nyevew satisfactowiwy wesowved in a way that wed to any additionyaw convictions of viowating the Domain�s AI ban.",,,
persean,FACTION,"An awwiance fowmed to countew Hegemony dominyation of the Sectow. Membews of the Weague don�t nyecessawiwy agwee on aww issues, domestic ow othewwise, and may even come into awmed confwict with onye anyothew. But the Weague is unyited when it comes to the Hegemony who they considew to be iwwegitimatewy enfowcing mawtiaw waw in the nyame of the Domain, a dead powiticaw entity. The Weague, by its waws, unyites against othew extewnyaw thweats such as pawticuwawwy meddwesome megacowpowations, wawwowds, and the Wuddic Path. 

The Pewsean Weague is nyot intwinsicawwy egawitawian ow fow individuaw fweedom as-such � the puwpose of the Weague is fweedom of the constituent powities with any mattews of intewnyaw powitics of those powities to be weft to theiw own devices. Whiwe the Domain might have intewvenyed against the domestic powicies of the wowwds it wuwed, the Weague specificawwy fowbids such intewvention.",,,
